TIPO_NOM,CLV_DIP,NOM_DIP,PERC_DED,GRAV_NG,GRAV_LOC,GRAV_EST,TOPE_NG,INCIDENCIA,CLV_SALDO,SEC_CALC,TOPE_CLV,TOPE_CANT,TOPE_TIPO,VAL_PAR1_TIPO,VAL_PAR1_DESDE,VAL_PAR1_HASTA,VAL_PAR1_DEC,VAL_PAR1_DEF,VAL_PAR2_TIPO,VAL_PAR2_DESDE,VAL_PAR2_HASTA,VAL_PAR2_DEC,VAL_PAR2_DEF,VAL_PAR3_TIPO,VAL_PAR3_DESDE,VAL_PAR3_HASTA,REDONDEO_IMP,REDONDEO_DATO,FORMULA,FORMULA_PRES,FORMULA_FINI,FORMULA_AVANZADA,IMPRIMIR,APLICA_PENSION,BANDERA_FORMULA,BANDERA_NIVEL,DESC_RECIBOS,DIP_SALDOS,SUMA_RESTA_SALDOS,TRANSACCIONES
@,DPIS,DESC PRESTAMO INFONAVIT SM,D,NI,0,0,0,0,0,688,N,,,R,0,0,1,0,O,0,0,1,0,O,,,0,0,"IF PARM2 NE """" AND PARM2 NE 0 THEN IMPORTE= PARM2; DATO= PARM1; RETURNûû$INSERT TDIASû$INSERT AN_INFONAVITûûBIM_ACT= INT(MES_BASE/2+.9)ûMES_FIN= BIM_ACT*2ûDIAS= TDIAS<MES_FIN-1>+TDIAS<MES_FIN>ûûFINIPER_EXT= FECHA(FINIPER,2,""AAAAMMDD"")ûSAL.MIN.DF  = SALARIOMINIMO(""IN"",FINIPER_EXT)ûû*Se calculan los dias laboradosûCALL IO_READ(REG_INFO,""AN_INFONAVIT"","""",NUM_EMP,"""",1,STATUS)ûF_INICIO_EXT= REG_INFO<AN_INFONAVIT.F_INI_CRED%>ûF_INICIO_INT= FECHA(F_INICIO_EXT,1,""AAAAMMDD"")ûûBEGIN CASEû CASE F_INICIO_INT > FTERPERû  DIAS.TRABAJADOS= 0û  RETURNû û CASE F_INICIO_INT > FINIPERû  DIAS.TRABAJADOS= FTERPER - F_INICIO_INT + 1û  FDINT= F_INICIO_INTû  û CASE F_INICIO_INT <= FINIPERû  *DIAS.TRABAJADOS= DIPM(""PNOR"",""DA"") + DIPM(""@VAC"",""DA"") + DIPM(""SDIA"",""DA"")û  DIAS.TRABAJADOS= DIAS_PERû  FDINT= FINIPERûEND CASEûû*10-ago-15 *rvz modif para no descontar permisos con goceûNUM_FALTAS= 0ûARRAY_FALT= GET_KARDEX(NUM_EMP,FDINT,FTERPER,""FA"")ûFOR CONT1= 1 TO COUNT(ARRAY_FALT<1>, @VM)+1û IF ARRAY_FALT<1, CONT1> <> """" AND  ARRAY_FALT<1, CONT1>[1,1] <> ""G"" THEN NUM_FALTAS+= 1ûNEXT CONT1û*ûARRAY_FALT= GET_KARDEX(NUM_EMP,FDINT,FTERPER,""PS"")ûFOR CONT1= 1 TO COUNT(ARRAY_FALT<1>, @VM)+1û IF ARRAY_FALT<1, CONT1> <> """" AND  ARRAY_FALT<1, CONT1>[1,1] <> ""G"" THEN NUM_FALTAS+= 1ûNEXT CONT1ûûûFALTAS_MES= 0ûARRAY_FALT= GET_KARDEX(NUM_EMP,EJ_FISCAL%:FMT(MES_BASE, ""R(0)#2""):""01"",FINIPER,""FA"")ûFOR CONT1= 1 TO COUNT(ARRAY_FALT<1>, @VM)+1û IF ARRAY_FALT<1, CONT1> <> """" AND  ARRAY_FALT<1, CONT1>[1,1] <> ""G"" THEN FALTAS_MES+= 1ûNEXT CONT1û*ûûIF FALTAS_MES >= 7 THENû NUM_FALTAS= 0ûEND ELSEû IF FALTAS_MES + NUM_FALTAS > 7 THENû  NUM_FALTAS= 7 - FALTAS_MESû ENDûENDûnum_faltas = 0ûDIAS.TRABAJADOS-= NUM_FALTASûû*DIAS.TRABAJADOS-= GET_KARDEX(NUM_EMP,FDINT,FTERPER,""IN"")<4>ûûIMPORTE= PARM1/100 * SAL.MIN.DF * 2 / DIAS * DIAS.TRABAJADOSûLOCATE ""SDPI"" IN REG_EMP_INCI<AN_EMP_INCI.CLV_DIP%> USING @VM SETTING POS THENû   REG_EMP_INCI<AN_EMP_INCI.PARAM1%,POS> = IMPORTE * 100ûENDûû*DATO= PARM1û",,,1,1,0,1,,,,,
@,VIAT,VIATICOS ENTREGADOS,P,GN,0,,0,1,0,1,N,,,R,0,0,1,0,O,0,0,0,0,O,,,0,0,Importe = PARM1,,,0,1,0,1,,,,,
@,INCM,INCAPACIDAD POR MATERNIDAD POSNATAL,D,GN,1,0,0,1,0,624,N,,,O,0,0,1,0,O,0,0,1,0,O,,,0,0,"IF PARM2 NE """" AND PARM2 NE 0 THEN IMPORTE= PARM2; DATO= PARM1; RETURNûû$INSERT AN_TIPOSûû*obtiene ausentismoûDIAS_AUSE= 0ûFINIPER_EXT=  FECHA(FINIPER,2,""AAAAMMDD"")ûCALL TABLAS_IMSS(""@IMS"", ZONA_ECO, FINIPER_EXT, PORCENTAJE, IMP_TOPE, IMP_TOPE_EXE, FALTAS,INCAPACIDADES, STATUS)ûFOR CONT1= 1 TO COUNT(FALTAS, @VM) + 1û DIAS_AUSE+= DIPM(FALTAS<1,CONT1>, ""DA"")ûNEXT CONT1ûFOR CONT1= 1 TO COUNT(INCAPACIDADES, @VM) + 1û DIAS_AUSE+= DIPM(INCAPACIDADES<1,CONT1>, ""DA"")ûNEXT CONT1ûûIF REG_TIPO<AN_TIPOS.PERIODICIDAD%> = ""S"" THENû DIAS_JOR= DIAS_PERû û DIAS_DISP= DIAS_JOR - DIAS_AUSEû IF DIAS_DISP <= 0 THEN DIAS_DISP= 0û IF PARM1 > DIAS_DISP THEN DIAS_DESC= DIAS_DISP ELSE DIAS_DESC= PARM1û û FACTOR= 7/6ûEND ELSEû DIAS_PAGA= DIPM(""PNOR"",""DA"") + DIPM(""@VAC"",""DA"")+ DIPM(""PINC"",""DA"")û DIAS_DISP= DIAS_PAGA - DIAS_AUSEû û IF DIAS_DISP <= 0 THEN DIAS_DISP= 0û IF PARM1 > DIAS_DISP THEN DIAS_DESC= DIAS_DISP ELSE DIAS_DESC= PARM1ûû FACTOR= 1ûENDûûIMPORTE= SDI@*DIAS_DESC*FACTORûDATO= DIAS_DESC",,,1,1,0,1,,,,,
@,CSIN,CUOTA SINDICAL,D,NI,0,0,0,1,0,760,N,,,O,0,0,1,0,O,0,0,1,0,O,,,0,0,"*Por excepción acepta un importe en parámetro dos y ya no ejecuta fórmulaûIF PARM2 NE """" AND PARM2 NE 0 THEN IMPORTE= PARM2; DATO= PARM1; RETURNûû$INSERT AN_TIPOSûûPERIODICIDAD= REG_TIPO<AN_TIPOS.PERIODICIDAD%>ûIF PERIODICIDAD <> ""S"" THEN RETURNûû*Se calculan los dias trabajadosûIF PARM1 NE 0 AND PARM1 NE """" THENû DIAS_TRA= PARM1ûEND ELSEû DIAS_TRA= DIPM(""PNOR"",""DA"") + DIPM(""@VAC"",""DA"") + DIPM(""SDIA"",""DA"")ûENDûû*obtiene ausentismoûDIAS_AUSE= 0ûFINIPER_EXT=  FECHA(FINIPER,2,""AAAAMMDD"")ûCALL TABLAS_IMSS(""@IMS"", ZONA_ECO, FINIPER_EXT, PORCENTAJE, IMP_TOPE, IMP_TOPE_EXE, FALTAS,INCAPACIDADES, STATUS)ûFOR CONT1= 1 TO COUNT(FALTAS, @VM) + 1û DIAS_AUSE+= DIPC(FALTAS<1,CONT1>, ""TP1"")ûNEXT CONT1ûFOR CONT1= 1 TO COUNT(INCAPACIDADES, @VM) + 1û DIAS_AUSE+= DIPC(INCAPACIDADES<1,CONT1>, ""TP1"")ûNEXT CONT1ûûIF PERIODICIDAD = ""S"" THEN DIAS_AUSE= DIAS_AUSE * 7/(HRT@/HRD@)ûDIAS_TRA-= DIAS_AUSEûIF DIAS_TRA < 0 THEN DIAS_TRA= 0ûûIMPORTE= SDI@*DIAS_TRA*2/100ûDATO= DIAS_TRA",,,1,1,0,1,,,,,
@,PAL2,PENSION ALIMENTICIA,D,NI,0,0,0,0,0,693,N,,,R,0,0,1,0,O,0,0,0,0,O,,,0,0,"IF PARM2+0 <> 0 THEN IMPORTE= PARM2; DATO= PARM1; RETURNûûBASE= SUM(REG_MOVTO<AN_EMP_MOVTOS.IMP_P%>) / 100ûûFINIPER_EXT= FECHA(FINIPER,2,""AAAAMMDD"")ûCALL TABLAS_IMSS(""@IMS"", ZONA_ECO, FINIPER_EXT, PORCENTAJE, IMP_TOPE, IMP_TOPE_EXE, FALTAS,INCAPACIDADES, STATUS)ûFOR CONT1= 1 TO COUNT(FALTAS, @VM) + 1û BASE-= DIPM(FALTAS<1,CONT1>, ""IM"")ûNEXT CONT1ûFOR CONT1= 1 TO COUNT(INCAPACIDADES, @VM) + 1û BASE-= DIPM(INCAPACIDADES<1,CONT1>, ""IM"")ûNEXT CONT1ûûIMPORTE= BASE * PARM1 / 100û*DATO= PARM1",,,1,1,0,1,,,,,
@,@SEA,SUBSIDIO PARA EL EMPLEO ACREDITADO,X,NI,0,0,0,1,0,972,N,,,O,0,0,1,0,O,0,0,1,0,O,,,0,0,"IMPORTE= DIPM(""@SEC"",""IM"")ûûIF DIPM(""@ISR"",""IM"") < DIPM(""@SEC"",""IM"") THEN IMPORTE= DIPM(""@ISR"",""IM"")",,,1,1,0,1,,,,,
@,@EXE,TOTAL DE PERCEPCION EXENTA,X,NI,0,0,0,0,0,990,N,,S,O,0,0,0,0,O,0,0,0,0,O,,,0,0,,,,0,0,0,0,,,,,
@,PRAN,PRIMA DE ANTIGUEDAD,P,FI,0,1,0,1,0,210,N,,,R,0,0,1,0,O,0,0,1,0,O,,,0,0,SAL=REG_EMP<AN_EMP.SAL_INT_FINI%>ûûIF SAL>278.80*2 THEN SAL=278.80*2ûûImporte = PARM2*SALûDato = PARM2,,,1,1,0,1,,,,,
@,@BGF,BASE GRAVADA FINIQUITOS Y LIQUIDACIONES,X,NI,0,0,0,1,0,930,N,,,O,0,0,0,0,O,0,0,0,0,O,,,0,0,,,,0,0,0,0,,,,,
@,DPIE,DCTO PRES INFONAVIT(POR % FIJO),D,NI,0,0,0,0,0,687,N,,,R,0,0,1,0,O,0,0,1,0,O,,,0,0,"/*ûOPEN HR v.7. Ricardo Vivas ZuñigaûObjetivo: Calcula Crédito INFONAVIT en PorcentajeûMecánica:û-Toma como base los dias del periodoû-Resta el ausentismo declarado en @IMS (Parámetros IMSS)û-Calcula importeû-Suma Seguro de Daaños de INFONAVITû*/ûûIF PARM2 NE """" AND PARM2 NE 0 THEN IMPORTE= PARM2; DATO= PARM1; RETURNûû*IF @USERNAME = ""MANAGER_NOM"" THEN DEBUGûû$INSERT AN_TIPOSû$INSERT AN_INFONAVITûû*Se calculan los dias laboradosûCALL IO_READ(REG_INFO,""AN_INFONAVIT"","""",NUM_EMP,"""",1,STATUS)û*IF AN_INFONAVIT<12>=1 THENûF_INICIO_EXT= REG_INFO<AN_INFONAVIT.F_INI_CRED%>ûF_INICIO_INT= FECHA(F_INICIO_EXT,1,""AAAAMMDD"")ûûFDINT= FINIPERûBEGIN CASEû CASE F_INICIO_INT > FTERPERû  DIAS_TRA= 0û  RETURNû û CASE F_INICIO_INT > FINIPERû  DIAS_TRA= FTERMINO_INT - F_INICIO_INT + 1û  FDINT= F_INICIO_INTû  û CASE F_INICIO_INT <= FINIPERû  DIAS_TRA= DIAS_PERûEND CASEûû*10-ago-15 *rvz modif para no descontar permisos con goceûNUM_FALTAS= 0ûARRAY_FALT= GET_KARDEX(NUM_EMP,FDINT,FTERPER,""FA"")û*DEBUGûFOR CONT1= 1 TO COUNT(ARRAY_FALT<1>, @VM)+1û IF ARRAY_FALT<1, CONT1> <> """" AND  ARRAY_FALT<1, CONT1>[1,1] <> ""G"" THEN NUM_FALTAS+= 1ûNEXT CONT1û*ûARRAY_FALT= GET_KARDEX(NUM_EMP,FDINT,FTERPER,""PS"")ûFOR CONT1= 1 TO COUNT(ARRAY_FALT<1>, @VM)+1û IF ARRAY_FALT<1, CONT1> <> """" AND  ARRAY_FALT<1, CONT1>[1,1] <> ""G"" THEN NUM_FALTAS+= 1ûNEXT CONT1û*ûARRAY_FALT= GET_KARDEX(NUM_EMP,FDINT,FTERPER,""SU"")ûûFOR CONT1= 1 TO COUNT(ARRAY_FALT<1>, @VM)+1û IF ARRAY_FALT<1, CONT1> <> """" AND  ARRAY_FALT<1, CONT1>[1,1] <> ""G"" THEN NUM_FALTAS+= 1ûNEXT CONT1û*ûûFALTAS_MES= 0ûARRAY_FALT= GET_KARDEX(NUM_EMP,EJ_FISCAL%:FMT(MES_BASE, ""R(0)#2""):""01"",FTERPER,""FA"")ûûFOR CONT1= 1 TO COUNT(ARRAY_FALT<1>, @VM)+1û IF ARRAY_FALT<1, CONT1> <> """" AND  ARRAY_FALT<1, CONT1>[1,1] <> ""G"" THEN FALTAS_MES+= 1ûNEXT CONT1û*ûûIF FALTAS_MES >= 7 THENû NUM_FALTAS= 0ûEND ELSEû IF FALTAS_MES + NUM_FALTAS > 7 THENû  NUM_FALTAS= 7 - FALTAS_MESû ENDûENDûDIAS_TRA-= NUM_FALTASûû*DIAS_TRA-= GET_KARDEX(NUM_EMP,FDINT,FTERPER,""IN"")<4>û**ûDIAS.TRABAJADOS= DIAS_PERû**ûû*12-MAR-2013 *RVZ Ajuste para calcular con sal.vigenteûIF GET_SALHIS(NUM_EMP,FDINT,""SDI"") <> GET_SALHIS(NUM_EMP,FTERPER,""SDI"") THENû ARRAY_INCA= GET_KARDEX(NUM_EMP,FDINT,FTERPER,""IN"")û ARRAY_FALT= GET_KARDEX(NUM_EMP,FDINT,FTERPER,""FA"")û FOR FECHA_INT= FDINT TO FTERPERû  FLAG= 1û  LOCATE FECHA_INT IN ARRAY_INCA<3> USING @VM SETTING POS1 THEN FLAG= 0û  IF FALTAS_MES < 7 THENû   LOCATE FECHA_INT IN ARRAY_FALT<3> USING @VM SETTING POS1 THENû    IF ARRAY_FALT<1,POS1>[1,1] <> ""G"" THEN FLAG= 0; FALTAS_MES+= 1û   ENDû  ENDû  IF FLAG THENû   SDI= GET_SALHIS(NUM_EMP,FECHA_INT,""SDI"")û   IMPORTE+= SIN@ * PARM1/100û                                                LOCATE ""SDPI"" IN REG_EMP_INCI<AN_EMP_INCI.CLV_DIP%> USING @VM SETTING POS THENû                                                          REG_EMP_INCI<AN_EMP_INCI.PARAM1%,POS> = IMPORTE * 100û                                                ENDû  ENDû NEXT FECHA_INTûEND ELSEû IMPORTE= DIAS_TRA * SIN@ * PARM1/100û                LOCATE ""SDPI"" IN REG_EMP_INCI<AN_EMP_INCI.CLV_DIP%> USING @VM SETTING POS THENû                          REG_EMP_INCI<AN_EMP_INCI.PARAM1%,POS> = IMPORTE * 100û                ENDûûENDûDATO= DIAS_TRAû*END",,,1,1,0,1,,,,,
@,VIAD,VIATICOS COMPROBADOS DEDUCIBLES,P,EX,0,,0,1,0,1,N,,,R,0,0,1,0,O,0,0,0,0,O,,,0,0,Importe = PARM1,,,0,1,0,1,,,,,
@,PAL3,PENSION ALIMENTICIA,D,NI,0,0,0,0,0,501,N,,,R,0,0,1,0,O,0,0,0,0,O,,,0,0,Importe = PARM1,,,0,1,0,1,,,,,
@,COVD,COMISION DISPERSION DESPENSA,E,NI,0,,0,0,0,999,N,,,O,0,0,0,0,O,0,0,0,0,O,,,0,0,"IMPORTE=DIPM(""VALX"",""IM"")*0.058ûûIMPORTE=DIPM(""VADA"",""IM"")*0.058ûû",,,1,1,0,1,,COVD,,,
@,RTPV,RETROACTIVO PRIMA VACACIONAL,P,GN,1,,0,0,0,10,N,,,O,0,0,1,0,O,0,0,0,0,O,,,0,0,IMPORTE=PARM1,,,1,1,0,1,,RTPV,,,
@,PATA,PATERNIDAD ALLIANZ,P,GN,0,,0,0,0,5,N,,,O,0,0,1,0,O,0,0,1,0,O,,,0,0,IMPORTE=PARM1*SDI@ûDATO=PARM1,,,1,1,0,1,,PATA,,,
@,PRCA,PRESTAMO CAJA DE AHORRO,D,NI,0,,0,0,1,714,N,,,O,0,0,1,0,R,0,0,1,0,O,,,0,0,Importe = PARM1ûDato = PARM2,,,1,1,0,1,,,,,
@,@PEO,CUOTA OBRERA  PREST EN DINERO,X,NI,0,0,0,0,0,655,N,,,O,0,0,0,0,O,0,0,0,0,O,,,0,0,"DECLARE FUNCTION GET_SALHIS, GET_KARDEXûûIF PARM2 NE """" AND PARM2 NE 0 THEN IMPORTE= PARM2; DATO= PARM1; RETURNûûFINIPER_EXT =  FECHA(FINIPER,2,""AAAAMMDD"")ûCALL TABLAS_IMSS(CLV_DIP, ZONA_ECO, FINIPER_EXT, PORCENTAJE, IMP_TOPE, IMP_TOPE_EXE, FALTAS,INCAPACIDADES, STATUS)ûDIAS= DIAS_PER+DIPM(""DADI"",""DA"")ûûNUM_FALTAS= 0ûFALTAS_MES= 0ûLOCATE ""####"" IN FALTAS USING @VM SETTING POS.RESTA ELSE POS.RESTA-=1ûFOR II= 1 TO POS.RESTAû NUM_FALTAS+= DIPC(FALTAS<1,II>,""TP1"")û FALTAS_MES+= DIPA(FALTAS<1,II>,""DA"",EJ_FISCAL%:MES_BASE,EJ_FISCAL%:MES_BASE)ûNEXT IIûûFECHADEALTA = REG_EMP<AN_EMP.F_INGRESO%>ûIF GET_SALHIS(NUM_EMP,FINIPER,""SDI"") <> GET_SALHIS(NUM_EMP,FTERPER,""SDI"") AND FINIPER_EXT<=FECHADEALTA THENû ARRAY_INCA= GET_KARDEX(NUM_EMP,FINIPER,FTERPER,""IN"")û ARRAY_FALT= GET_KARDEX(NUM_EMP,FINIPER,FTERPER,""FA"")û FOR FECHA_INT= FINIPER TO FTERPERû  FLAG= 1û  LOCATE FECHA_INT IN ARRAY_INCA<3> USING @VM SETTING POS1 THEN FLAG= 0û  IF FALTAS_MES < 7 THENû   LOCATE FECHA_INT IN ARRAY_FALT<3> USING @VM SETTING POS1 THEN FLAG= 0; FALTAS_MES+= 1û  ENDû  IF FLAG THENû   SDI= GET_SALHIS(NUM_EMP,FECHA_INT,""SDI"")û   IF SDI > IMP_TOPE THEN SDI= IMP_TOPEû   BASE= SDI - IMP_TOPE_EXEû   IF BASE < 0 THEN BASE= 0û   IMPORTE+= BASE * PORCENTAJEû   DATO+= 1û  ENDû NEXT FECHA_INTûEND ELSEûû DIAS.IMSS= DIPC(""@IMS"",""TP1"")ûû IF DIAS.IMSS > 0 THEN DIAS= DIAS.IMSSûû LOCATE ""####"" IN INCAPACIDADES USING @VM SETTING POS.RESTA ELSE POS.RESTA-=1û FOR II= 1 TO POS.RESTAû  RESTA= DIPC(INCAPACIDADES<1,II>,""TP1"")û  DIAS= DIAS - RESTAû NEXT IIû û IF FALTAS_MES >= 7 THENû  NUM_FALTAS= 0û END ELSEû  IF FALTAS_MES + NUM_FALTAS > 7 THENû   NUM_FALTAS= 7 - FALTAS_MESû  ENDû ENDû DIAS-= NUM_FALTASû                IF DIAS<0 THEN DIAS=0û IF SIN@ > IMP_TOPE THEN  SDI= IMP_TOPE ELSE SDI = SIN@ûû BASE= (SDI - IMP_TOPE_EXE)û IF BASE < 0 THEN BASE= 0ûû IMPORTE= BASE * PORCENTAJE * DIASû DATO= DIASûENDû",,,1,0,0,1,,,,,
@,COME,DESCUENTO COMEDOR,D,NI,0,0,0,1,0,730,N,,,O,0,0,1,0,O,0,0,1,0,O,,,0,0,"IF PARM2 NE """" AND PARM2 NE 0 THEN IMPORTE= PARM2; DATO= PARM1; RETURNûûFINIPER_EXT= FECHA(FINIPER,2,""AAAAMMDD"")ûSAL.MIN.DF  = SALARIOMINIMO(""DF"",FINIPER_EXT)ûûIMPORTE= PARM1 * SAL.MIN.DF * 20 / 100ûDATO= PARM1",,,1,1,0,1,,,,,
@,@PEP,CUOTA PATRONAL PREST EN DINERO,X,NI,0,0,0,0,0,655,N,,,O,0,0,0,0,O,0,0,0,0,O,,,0,0,"DECLARE FUNCTION GET_SALHIS, GET_KARDEXûûIF PARM2 NE """" AND PARM2 NE 0 THEN IMPORTE= PARM2; DATO= PARM1; RETURNûûFINIPER_EXT =  FECHA(FINIPER,2,""AAAAMMDD"")ûCALL TABLAS_IMSS(CLV_DIP, ZONA_ECO, FINIPER_EXT, PORCENTAJE, IMP_TOPE, IMP_TOPE_EXE, FALTAS,INCAPACIDADES, STATUS)ûDIAS= DIAS_PER+DIPM(""DADI"",""DA"")ûûNUM_FALTAS= 0ûFALTAS_MES= 0ûLOCATE ""####"" IN FALTAS USING @VM SETTING POS.RESTA ELSE POS.RESTA-=1ûFOR II= 1 TO POS.RESTAû NUM_FALTAS+= DIPC(FALTAS<1,II>,""TP1"")û FALTAS_MES+= DIPA(FALTAS<1,II>,""DA"",EJ_FISCAL%:MES_BASE,EJ_FISCAL%:MES_BASE)ûNEXT IIûûIF GET_SALHIS(NUM_EMP,FINIPER,""SDI"") <> GET_SALHIS(NUM_EMP,FTERPER,""SDI"") THENû ARRAY_INCA= GET_KARDEX(NUM_EMP,FINIPER,FTERPER,""IN"")û ARRAY_FALT= GET_KARDEX(NUM_EMP,FINIPER,FTERPER,""FA"")û FOR FECHA_INT= FINIPER TO FTERPERû  FLAG= 1û  LOCATE FECHA_INT IN ARRAY_INCA<3> USING @VM SETTING POS1 THEN FLAG= 0û  IF FALTAS_MES < 7 THENû   LOCATE FECHA_INT IN ARRAY_FALT<3> USING @VM SETTING POS1 THEN FLAG= 0; FALTAS_MES+= 1û  ENDû  IF FLAG THENû   SDI= GET_SALHIS(NUM_EMP,FECHA_INT,""SDI"")û   IF SDI > IMP_TOPE THEN SDI= IMP_TOPEû   BASE= SDI - IMP_TOPE_EXEû   IF BASE < 0 THEN BASE= 0û   IMPORTE+= BASE * PORCENTAJEû   DATO+= 1û  ENDû NEXT FECHA_INTûEND ELSEû DIAS.IMSS= DIPC(""@IMS"",""TP1"")û IF DIAS.IMSS > 0 THEN DIAS= DIAS.IMSSû û LOCATE ""####"" IN INCAPACIDADES USING @VM SETTING POS.RESTA ELSE POS.RESTA-=1û FOR II= 1 TO POS.RESTAû  RESTA= DIPC(INCAPACIDADES<1,II>,""TP1"")û  DIAS= DIAS - RESTAû NEXT IIû û IF FALTAS_MES >= 7 THENû  NUM_FALTAS= 0û END ELSEû  IF FALTAS_MES + NUM_FALTAS > 7 THENû   NUM_FALTAS= 7 - FALTAS_MESû  ENDû ENDû DIAS-= NUM_FALTASû                IF DIAS<0 THEN DIAS=0 û IF SIN@ > IMP_TOPE THEN  SDI= IMP_TOPE ELSE SDI = SIN@ûû BASE= (SDI - IMP_TOPE_EXE)û IF BASE < 0 THEN BASE= 0û û IMPORTE= BASE * PORCENTAJE * DIASû DATO= DIASûEND",,,1,0,0,1,,,,,
@,@IMS,I.M.S.S.,D,NI,0,0,0,0,0,685,N,,,O,0,0,1,0,O,0,0,1,0,O,,,0,0,"NOPRESENTO= REG_EMP<AN_EMP.CLV_TARJ%>û*IF ûIF NOPRESENTO=1 THEN RETURNûûIF PARM2=1 THEN RETURNûûImporte= DIPM(""@CEO"",""IM"")+DIPM(""@GPO"",""IM"")+DIPM(""@IVO"",""IM"")+DIPM(""@PEO"",""IM"")+DIPM(""@CVO"",""IM"")ûûûûDECLARE FUNCTION GET_SALHIS, GET_KARDEXûû*IF @USERNAME = ""SERUIZ"" THEN DEBUGûûIF PARM2 NE """" AND PARM2 NE 0 THEN IMPORTE= PARM2; DATO= PARM1; RETURNûûIMPORTE = 0ûûTDIPS= """" ûTDIPS<-1> = ""@CEO""ûTDIPS<-1> = ""@PEO""ûTDIPS<-1> = ""@GPO""ûTDIPS<-1> = ""@IVO""ûTDIPS<-1> = ""@CVO""ûûFECHADEALTA = REG_EMP<AN_EMP.F_INGRESO%>ûûDIASI=0ûGOTO PROCESOûû**************ûCALCULA:û**************û FINIPER_EXT =  FECHA(FINIPER,2,""AAAAMMDD"")û CALL TABLAS_IMSS(DIP, ZONA_ECO, FINIPER_EXT, PORCENTAJE, IMP_TOPE, IMP_TOPE_EXE, FALTAS,INCAPACIDADES, STATUS)û DIAS= DIAS_PERûNUM_PERMISOS=0û NUM_FALTAS= 0û FALTAS_MES= 0û LOCATE ""####"" IN FALTAS USING @VM SETTING POS.RESTA ELSE POS.RESTA-=1û FOR II= 1 TO POS.RESTAû  NUM_FALTAS+= DIPC(FALTAS<1,II>,""TP1"")û  FALTAS_MES+= DIPA(FALTAS<1,II>,""DA"",EJ_FISCAL%:MES_BASE,EJ_FISCAL%:MES_BASE)û NEXT IIûPERMISOS=""PSGS""ûLOCATE ""####"" IN PERMISOS USING @VM SETTING POS.RESTA ELSE POS.RESTA-=1û FOR II= 1 TO POS.RESTAû  NUM_PERMISOS+= DIPC(PERMISOS<1,II>,""TP1"")û  FALTAS_MES+= DIPA(PERMISOS<1,II>,""DA"",EJ_FISCAL%:MES_BASE,EJ_FISCAL%:MES_BASE)û NEXT IIû*IF @USERNAME = ""MANAGER_NOM"" THEN DEBUGûIF GET_SALHIS(NUM_EMP,FINIPER,""SDI"") <> GET_SALHIS(NUM_EMP,FTERPER,""SDI"") AND FINIPER_EXT>= FECHADEALTA THENû  ARRAY_INCA= GET_KARDEX(NUM_EMP,FINIPER,FTERPER,""IN"")û  ARRAY_FALT= GET_KARDEX(NUM_EMP,FINIPER,FTERPER,""FA"")û  FOR FECHA_INT= FINIPER TO FTERPERû   FLAG= 1û   LOCATE FECHA_INT IN ARRAY_INCA<3> USING @VM SETTING POS1 THEN FLAG= 0û   IF FALTAS_MES < 7 THENû    LOCATE FECHA_INT IN ARRAY_FALT<3> USING @VM SETTING POS1 THEN FLAG= 0; FALTAS_MES+= 1û   ENDû   IF FLAG THENû    SDI= GET_SALHIS(NUM_EMP,FECHA_INT,""SDI"")û    IF SDI > IMP_TOPE THEN SDI= IMP_TOPEû    BASE= SDI - IMP_TOPE_EXEû    IF BASE < 0 THEN BASE= 0û    IMPORTE+= BASE * PORCENTAJEû    *DATO+= 1û   ENDû  NEXT FECHA_INTû END ELSEû  DIAS.IMSS= DIPC(""@IMS"",""TP1"")ûû  IF DIAS.IMSS > 0 THEN DIAS= DIAS.IMSSûû  LOCATE ""####"" IN INCAPACIDADES USING @VM SETTING POS.RESTA ELSE POS.RESTA-=1û  FOR II= 1 TO POS.RESTAû   RESTA= DIPC(INCAPACIDADES<1,II>,""TP1"")û   DIAS= DIAS - RESTAû                                                DIASI=DIASI+RESTAû  NEXT IIû  û  IF FALTAS_MES >= 7 THENû   NUM_FALTAS= 0û  END ELSEû   IF FALTAS_MES + NUM_FALTAS > 7 THENû    NUM_FALTAS= 7 - FALTAS_MESû   ENDû  ENDû  DIAS-= NUM_FALTASûû  IF SIN@ > IMP_TOPE THEN  SDI= IMP_TOPE ELSE SDI = SIN@ûû  BASE= (SDI - IMP_TOPE_EXE)û  IF BASE < 0 THEN BASE= 0ûû  IMP= BASE * PORCENTAJE * DIASû  *DATO= DIASû ENDûRETURNûûûûû*****************ûPROCESO:û*****************û FOR I= 1 TO COUNT(TDIPS,@FM)+1û  DIP= TDIPS<I>û  IMP= 0 ûDIASI=0û  GOSUB CALCULAû                                IF (DIASI+NUM_FALTAS+NUM_PERMISOS)>=15 THEN RETURNû  IMPORTE = IMPORTE + IMP û NEXT IûRETURNû",Importe =  @SDI / 8 * @DA1 * 2,,1,1,0,1,,,,,
