TIPO_NOM,CLV_DIP,NOM_DIP,PERC_DED,GRAV_NG,GRAV_LOC,GRAV_EST,TOPE_NG,INCIDENCIA,CLV_SALDO,SEC_CALC,TOPE_CLV,TOPE_CANT,TOPE_TIPO,VAL_PAR1_TIPO,VAL_PAR1_DESDE,VAL_PAR1_HASTA,VAL_PAR1_DEC,VAL_PAR1_DEF,VAL_PAR2_TIPO,VAL_PAR2_DESDE,VAL_PAR2_HASTA,VAL_PAR2_DEC,VAL_PAR2_DEF,VAL_PAR3_TIPO,VAL_PAR3_DESDE,VAL_PAR3_HASTA,REDONDEO_IMP,REDONDEO_DATO,FORMULA,FORMULA_PRES,FORMULA_FINI,FORMULA_AVANZADA,IMPRIMIR,APLICA_PENSION,BANDERA_FORMULA,BANDERA_NIVEL,DESC_RECIBOS,DIP_SALDOS,SUMA_RESTA_SALDOS,TRANSACCIONES
@,@IVP,CUOTA PAT INVALIDEZ Y VIDA,X,NI,0,0,0,0,0,654,N,,,O,0,0,0,0,O,0,0,0,0,O,,,0,0,"DECLARE FUNCTION GET_SALHIS, GET_KARDEXûûIF PARM2 NE """" AND PARM2 NE 0 THEN IMPORTE= PARM2; DATO= PARM1; RETURNûûFINIPER_EXT =  FECHA(FINIPER,2,""AAAAMMDD"")    ûCALL TABLAS_IMSS(CLV_DIP, ZONA_ECO, FINIPER_EXT, PORCENTAJE, IMP_TOPE, IMP_TOPE_EXE, FALTAS,INCAPACIDADES, STATUS)ûDIAS= DIAS_PER+DIPM(""DADI"",""DA"")ûûNUM_FALTAS= 0ûFALTAS_MES= 0ûLOCATE ""####"" IN FALTAS USING @VM SETTING POS.RESTA ELSE POS.RESTA-=1ûFOR II= 1 TO POS.RESTAû NUM_FALTAS+= DIPC(FALTAS<1,II>,""TP1"")û FALTAS_MES+= DIPA(FALTAS<1,II>,""DA"",EJ_FISCAL%:MES_BASE,EJ_FISCAL%:MES_BASE)ûNEXT IIûûIF GET_SALHIS(NUM_EMP,FINIPER,""SDI"") <> GET_SALHIS(NUM_EMP,FTERPER,""SDI"") THENû ARRAY_INCA= GET_KARDEX(NUM_EMP,FINIPER,FTERPER,""IN"")û ARRAY_FALT= GET_KARDEX(NUM_EMP,FINIPER,FTERPER,""FA"")û FOR FECHA_INT= FINIPER TO FTERPERû  FLAG= 1û  LOCATE FECHA_INT IN ARRAY_INCA<3> USING @VM SETTING POS1 THEN FLAG= 0û  IF FALTAS_MES < 7 THENû   LOCATE FECHA_INT IN ARRAY_FALT<3> USING @VM SETTING POS1 THEN FLAG= 0; FALTAS_MES+= 1û  ENDû  IF FLAG THENû   SDI= GET_SALHIS(NUM_EMP,FECHA_INT,""SDI"")û   IF SDI > IMP_TOPE THEN SDI= IMP_TOPEû   BASE= SDI - IMP_TOPE_EXEû   IF BASE < 0 THEN BASE= 0û   IMPORTE+= BASE * PORCENTAJEû   DATO+= 1û  ENDû NEXT FECHA_INTûEND ELSEû DIAS.IMSS= DIPC(""@IMS"",""TP1"")û û IF DIAS.IMSS > 0 THEN DIAS= DIAS.IMSSû û LOCATE ""####"" IN INCAPACIDADES USING @VM SETTING POS.RESTA ELSE POS.RESTA-=1û FOR II= 1 TO POS.RESTAû  RESTA= DIPC(INCAPACIDADES<1,II>,""TP1"")û  DIAS= DIAS - RESTAû NEXT IIû û IF FALTAS_MES >= 7 THENû  NUM_FALTAS= 0û END ELSEû  IF FALTAS_MES + NUM_FALTAS > 7 THENû   NUM_FALTAS= 7 - FALTAS_MESû  ENDû ENDû DIAS-= NUM_FALTASû                IF DIAS<0 THEN DIAS=0 û IF SIN@ > IMP_TOPE THEN  SDI= IMP_TOPE ELSE SDI = SIN@û û BASE= (SDI - IMP_TOPE_EXE)û IF BASE < 0 THEN BASE= 0û û IMPORTE= BASE * PORCENTAJE * DIASû DATO= DIASûEND",,,1,0,0,1,,,,,
@,IETU,PROVISION CREDITO IETU,E,NI,0,0,0,0,0,999,N,,,O,0,0,0,0,O,0,0,0,0,O,,,0,0,GRAVADO = SUM(REG_MOVTO<4>) - SUM(REG_MOVTO<13>)ûIMPORTE = GRAVADO/100 * 16.5 / 100,,,1,1,0,1,,,,,
@,@HEX,IMPORTE DE TIEMPO EXTRA,P,EN,1,1,5,1,0,25,N,,,R,0,30,1,0,O,0,0,1,0,O,,,0,0,"IF PARM2+0 <> 0 THEN IMPORTE= PARM2; DATO= PARM1; RETURNûû$INSERT AN_TIPOSûûHRS_DOB= 0ûHRS_EXT= DIPC(""4306"",""TP1"")ûIF HRS_EXT > 0 THENû PERIODICIDAD= REG_TIPO<AN_TIPOS.PERIODICIDAD%>û û BEGIN CASEû  CASE PERIODICIDAD = ""S""; TOPE= 9û  CASE PERIODICIDAD = ""Q""; TOPE= 18û  CASE PERIODICIDAD = ""M""; TOPE= 36û  CASE 1; TOPE= 18û END CASEû û IF HRS_EXT > TOPE THEN HRS_DOB= TOPE ELSE HRS_DOB= HRS_EXTûENDûHRS_DOB+= PARM1ûûIMPORTE= HRS_DOB * SDI@/8 * 2ûDATO= HRS_DOB",Importe =  @SDI / 8 * @DA1 * 2,,1,1,0,1,,,,,
@,@CSP,CREDITO AL SALARIO PAGADO,P,NI,0,0,0,1,0,971,N,,,O,0,0,0,0,O,0,0,0,0,O,,,0,0,,Importe =  @SDI * @DA1,,0,1,0,0,,,,,
@,@GPP,CUOTA PAT GASTOS MEDICOS PENSIONADOS,X,NI,0,0,0,0,0,653,N,,,O,0,0,0,0,O,0,0,0,0,O,,,0,0,"*IF @USERNAME = ""MANAGER_NOM"" THEN DEBUGûDECLARE FUNCTION GET_SALHIS, GET_KARDEXûûIF PARM2 NE """" AND PARM2 NE 0 THEN IMPORTE= PARM2; DATO= PARM1; RETURNûûFINIPER_EXT =  FECHA(FINIPER,2,""AAAAMMDD"")    ûCALL TABLAS_IMSS(CLV_DIP, ZONA_ECO, FINIPER_EXT, PORCENTAJE, IMP_TOPE, IMP_TOPE_EXE, FALTAS,INCAPACIDADES, STATUS)ûDIAS= DIAS_PER+DIPM(""DADI"",""DA"")ûûNUM_FALTAS= 0ûFALTAS_MES= 0ûLOCATE ""####"" IN FALTAS USING @VM SETTING POS.RESTA ELSE POS.RESTA-=1ûFOR II= 1 TO POS.RESTAû NUM_FALTAS+= DIPC(FALTAS<1,II>,""TP1"")û FALTAS_MES+= DIPA(FALTAS<1,II>,""DA"",EJ_FISCAL%:MES_BASE,EJ_FISCAL%:MES_BASE)ûNEXT IIûûIF GET_SALHIS(NUM_EMP,FINIPER,""SDI"") <> GET_SALHIS(NUM_EMP,FTERPER,""SDI"") THENû ARRAY_INCA= GET_KARDEX(NUM_EMP,FINIPER,FTERPER,""IN"")û ARRAY_FALT= GET_KARDEX(NUM_EMP,FINIPER,FTERPER,""FA"")û FOR FECHA_INT= FINIPER TO FTERPERû  FLAG= 1û  LOCATE FECHA_INT IN ARRAY_INCA<3> USING @VM SETTING POS1 THEN FLAG= 0û  IF FALTAS_MES < 7 THENû   LOCATE FECHA_INT IN ARRAY_FALT<3> USING @VM SETTING POS1 THEN FLAG= 0; FALTAS_MES+= 1û  ENDû  IF FLAG THENû   SDI= GET_SALHIS(NUM_EMP,FECHA_INT,""SDI"")û   IF SDI > IMP_TOPE THEN SDI= IMP_TOPEû   BASE= SDI - IMP_TOPE_EXEû   IF BASE < 0 THEN BASE= 0û   IMPORTE+= BASE * PORCENTAJEû   DATO+= 1û  ENDû NEXT FECHA_INTûEND ELSEû DIAS.IMSS= DIPC(""@IMS"",""TP1"")û û IF DIAS.IMSS > 0 THEN DIAS= DIAS.IMSSû û LOCATE ""####"" IN INCAPACIDADES USING @VM SETTING POS.RESTA ELSE POS.RESTA-=1û FOR II= 1 TO POS.RESTAû  RESTA= DIPC(INCAPACIDADES<1,II>,""TP1"")û  DIAS= DIAS - RESTAû NEXT IIû û IF FALTAS_MES >= 7 THENû  NUM_FALTAS= 0û END ELSEû  IF FALTAS_MES + NUM_FALTAS > 7 THENû   NUM_FALTAS= 7 - FALTAS_MESû  ENDû ENDû DIAS-= NUM_FALTASû                IF DIAS<0 THEN DIAS=0 û IF SIN@ > IMP_TOPE THEN  SDI= IMP_TOPE ELSE SDI = SIN@û û BASE= (SDI - IMP_TOPE_EXE)û IF BASE < 0 THEN BASE= 0û û IMPORTE= BASE * PORCENTAJE * DIASû DATO= DIASûEND",,,1,0,0,1,,,,,
@,@SAC,SUBSIDIO ACREDITADO,X,NI,0,0,0,0,0,980,N,,,O,0,0,0,0,O,0,0,0,0,O,,,0,0,,Importe =  @SDI / 8 * @DA1 * 2,,0,0,0,0,,,,,
@,FALT,FALTA INJUSTIFICADA,D,GN,1,0,0,1,0,600,N,,,R,0,0,1,0,O,0,0,1,0,O,,,0,0,"IF PARM2 NE """" AND PARM2 NE 0 THEN IMPORTE= PARM2; DATO= PARM1; RETURNûû$INSERT AN_TIPOSûû*obtiene ausentismoûDIAS_AUSE= 0ûFINIPER_EXT=  FECHA(FINIPER,2,""AAAAMMDD"")ûCALL TABLAS_IMSS(""@IMS"", ZONA_ECO, FINIPER_EXT, PORCENTAJE, IMP_TOPE, IMP_TOPE_EXE, FALTAS,INCAPACIDADES, STATUS)ûFOR CONT1= 1 TO COUNT(FALTAS, @VM) + 1û DIAS_AUSE+= DIPM(FALTAS<1,CONT1>, ""DA"")ûNEXT CONT1ûFOR CONT1= 1 TO COUNT(INCAPACIDADES, @VM) + 1û DIAS_AUSE+= DIPM(INCAPACIDADES<1,CONT1>, ""DA"")ûNEXT CONT1ûûIF REG_TIPO<AN_TIPOS.PERIODICIDAD%> = ""S"" THENû DIAS_JOR= DIAS_PERû û DIAS_DISP= DIAS_JOR - DIAS_AUSEû IF DIAS_DISP <= 0 THEN DIAS_DISP= 0û IF PARM1 > DIAS_DISP THEN DIAS_DESC= DIAS_DISP ELSE DIAS_DESC= PARM1û û FACTOR= 1ûEND ELSEû DIAS_DESC= PARM1û FACTOR= 1ûENDûûIMPORTE= SDI@*DIAS_DESC*FACTORûDATO= PARM1",,,1,1,0,1,,,,,
@,RETR,PAGO RETRACTIVO,P,GN,1,1,0,1,0,5,N,,,R,0,0,1,0,R,0,0,1,0,O,,,0,0,Importe = PARM1ûDato = PARM1,,,1,1,0,1,,,,,
@,@BOA,ASIMILADOS A SALARIOS,P,GN,1,0,0,1,0,400,N,,,R,0,0,1,0,O,0,0,0,0,O,,,0,0,Importe = PARM1,,,0,1,0,1,,,,,
@,@CEP,CUOTA PATRONAL ENF Y MAT (PREST ESPECIE),X,NI,0,0,0,0,0,652,N,,,O,0,0,0,0,O,0,0,0,0,O,,,0,0,"*IF @USERNAME = ""MANAGER_NOM"" THEN DEBUGûDECLARE FUNCTION GET_SALHIS, GET_KARDEXûûIF PARM2 NE """" AND PARM2 NE 0 THEN IMPORTE= PARM2; DATO= PARM1; RETURNûûFINIPER_EXT =  FECHA(FINIPER,2,""AAAAMMDD"")    ûCALL TABLAS_IMSS(CLV_DIP, ZONA_ECO, FINIPER_EXT, PORCENTAJE, IMP_TOPE, IMP_TOPE_EXE, FALTAS,INCAPACIDADES, STATUS)ûDIAS= DIAS_PERûûNUM_FALTAS= 0ûFALTAS_MES= 0ûLOCATE ""####"" IN FALTAS USING @VM SETTING POS.RESTA ELSE POS.RESTA-=1ûFOR II= 1 TO POS.RESTAû NUM_FALTAS+= DIPC(FALTAS<1,II>,""TP1"")û FALTAS_MES+= DIPA(FALTAS<1,II>,""DA"",EJ_FISCAL%:MES_BASE,EJ_FISCAL%:MES_BASE)ûNEXT IIûûIF GET_SALHIS(NUM_EMP,FINIPER,""SDI"") <> GET_SALHIS(NUM_EMP,FTERPER,""SDI"") THENû ARRAY_INCA= GET_KARDEX(NUM_EMP,FINIPER,FTERPER,""IN"")û ARRAY_FALT= GET_KARDEX(NUM_EMP,FINIPER,FTERPER,""FA"")û FOR FECHA_INT= FINIPER TO FTERPERû  FLAG= 1û  LOCATE FECHA_INT IN ARRAY_INCA<3> USING @VM SETTING POS1 THEN FLAG= 0û  IF FALTAS_MES < 7 THENû   LOCATE FECHA_INT IN ARRAY_FALT<3> USING @VM SETTING POS1 THEN FLAG= 0; FALTAS_MES+= 1û  ENDû  IF FLAG THENû   SDI= GET_SALHIS(NUM_EMP,FECHA_INT,""SDI"")û   IF SDI > IMP_TOPE THEN SDI= IMP_TOPEû   BASE= SDI - IMP_TOPE_EXEû   IF BASE < 0 THEN BASE= 0û   IMPORTE+= BASE * PORCENTAJEû   DATO+= 1û  ENDû NEXT FECHA_INTûEND ELSEû DIAS.IMSS= DIPC(""@IMS"",""TP1"")û û IF DIAS.IMSS > 0 THEN DIAS= DIAS.IMSSû û LOCATE ""####"" IN INCAPACIDADES USING @VM SETTING POS.RESTA ELSE POS.RESTA-=1û FOR II= 1 TO POS.RESTAû  RESTA= DIPC(INCAPACIDADES<1,II>,""TP1"")û  DIAS= DIAS - RESTAû NEXT IIû û IF FALTAS_MES >= 7 THENû  NUM_FALTAS= 0û END ELSEû  IF FALTAS_MES + NUM_FALTAS > 7 THENû   NUM_FALTAS= 7 - FALTAS_MESû  ENDû ENDû DIAS-= NUM_FALTASû                IF DIAS<0 THEN DIAS=0 û IF SIN@ > IMP_TOPE THEN  SDI= IMP_TOPE ELSE SDI = SIN@û û BASE= (SDI - IMP_TOPE_EXE)û IF BASE < 0 THEN BASE= 0û û IMPORTE= BASE * PORCENTAJE * DIASû DATO= DIASûEND",,,1,0,0,1,,,,,
@,INCA,INCAPACIDADES,D,GN,1,0,0,1,0,610,N,,,R,0,0,0,0,R,0,0,0,0,R,,,0,0,Importe = SDI@*PARM1ûDato = PARM1,,,0,1,0,1,,,,,
@,ISDO,INTEGRACION DEL SALARIO,P,GN,0,0,0,0,0,100,N,,,O,0,0,0,0,O,0,0,0,0,O,,,0,0,IMPORTE = SDI@,,,1,1,0,1,,,,,
@,VIAJ,AJUSTE DE VIATICOS,D,NI,0,,0,0,0,600,N,,,O,0,0,0,0,O,0,0,0,0,O,,,0,0,"Importe = DIPM(""VINC"",""IM"")",,,0,1,0,1,,,,,
@,ANAE,ANTICIPO AGUINALDO EUA,P,GN,1,,0,1,0,300,N,,,R,0,0,1,0,O,0,0,0,0,O,,,0,0,Importe = PARM1,,,0,1,0,1,,,,,
@,CFAH,F.A. APORT. PATRONAL,P,NI,0,,0,1,0,315,N,,,O,0,0,1,0,O,0,0,1,0,O,,,0,0,"Importe = DIPM(""EFAH"",""IM"")ûDato = DIPM(""EFAH"",""DA"")",,,1,1,0,1,,,,,
@,ODED,OTRAS DEDUCCIONES FIJAS,D,NI,0,,0,0,0,50,N,,,O,0,0,1,0,O,0,0,0,0,O,,,0,0,"FINIPER_EXT =  FECHA(FINIPER,2,""AAAAMMDD"")ûûIF FINIPER_EXT[7,2]*1=16 AND TIPO_NOM=""NQ"" THENûImporte = PARM1ûûEND",,,1,1,0,1,,,,,
@,PMFV,FINIQUITO VACACIONES,P,GN,1,0,0,1,0,25,N,,,R,0,0,1,0,O,0,0,1,0,O,,,0,0,"IF PARM2+0 <> 0 THEN IMPORTE= PARM2; DATO= PARM1; RETURNûûIF @USERNAME = ""MANAGER_NOM"" THEN DEBUGûûIMPORTE= SDI@ * PARM1û*DATO= INT(PARM1)",,,1,1,0,1,,,,,
@,DICL,DESC INTERESES CLIENTE,D,NI,0,,0,1,0,761,N,,,R,0,0,1,0,O,0,0,1,0,O,,,0,0,Importe = PARM1ûDato = PARM2,,,1,1,0,1,,,,,
@,PAL7,PENSION ALIMENTICIA,D,GN,0,,0,0,0,999,N,,,O,0,0,0,0,O,0,0,0,0,O,,,0,0,"BASE= SUM(REG_MOVTO<AN_EMP_MOVTOS.IMP_P%>) / 100ûRESTA=DIPM(""FALT"",""IM"")+DIPM(""VALX"",""IM"")+DIPM(""CFAH"",""IM"")+DIPM(""EFAH"",""IM"")+(+DIPM(""IFAH"",""IM"")/2)ûûIMPORTE=(BASE-RESTA)*(PARM1/100)ûDATO=PARM1",,,1,1,0,1,,,,,
@,VADP,VALES DESPENSA P.A.,D,NI,0,,0,0,0,999,N,,,O,0,0,1,0,O,0,0,1,0,O,,,0,0,"IF TIPO_NOM=""FQ"" THENûIMPORTE= DIPM(""VALX"",""IM"") * PARM1 / 100ûENDûûûFINIPER_EXT =  FECHA(FINIPER,2,""AAAAMMDD"")ûûIF (FINIPER_EXT[7,2]*1=16 AND TIPO_NOM=""NQ"") OR TIPO_NOM=""VQ"" THENûIMPORTE= DIPM(""VALX"",""IM"") * PARM1 / 100ûIF IMPORTE <> 0 THEN DATO= PARM1ûEND",,,1,1,0,1,,,,,
@,PCG5,PERMISO CON GOCE POR COMISION,D,GN,1,,0,1,0,34,N,,,O,0,0,1,0,O,0,0,1,0,O,,,0,0,"*IF PARM2 NE """" AND PARM2 NE 0 THEN IMPORTE= PARM2; DATO= PARM1; RETURNûû*IMPORTE= SDI@ * PARM1ûDATO= PARM1",,,1,1,0,1,,,,,
@,DVGA,DEDUCCION POR GASOLINA,D,NI,0,,0,0,0,301,N,,,O,0,0,0,0,O,0,0,0,0,O,,,0,0,"IMP_VALE = DIPM(""DGAS"",""IM"")ûIF IMP_VALE THENû    IMPORTE = 0.10ûEND ûû",,,1,1,0,1,,,,,
@,PMSR,SUELDO RETROACTIVO,P,GN,1,0,0,1,0,15,N,,,R,0,0,1,0,O,0,0,1,0,O,,,0,0,Importe = PARM1û*Dato = PARM2,,,1,1,0,1,,,,,
@,GAMM,GASTOS MEDICOS MAYORES,P,EX,0,,0,1,0,264,N,,,R,0,0,1,0,O,0,0,1,0,O,,,0,0,Importe = PARM1ûDato = PARM2,,,1,1,0,1,,,,,
@,@BGL,BASE GRAVABLE IMPUESTOS LOCALES,X,NI,0,0,0,0,0,999,N,,,O,0,0,0,0,O,0,0,0,0,O,,,0,0,"DECLARE FUNCTION SALARIOMIN, FECHAû$INSERT AN_CATALOGOSûRECINTO = REG_EMP<AN_EMP.RECINTO%>ûBASE_PER = 0ûBASE_DED  = 0û BASE_EMP = 0ûSAL.MIN = SAL_MINûCALL IO_READ(REGR,""AN_RECINTOS"","""",RECINTO,"""",1,ST)û   LOCALIDAD = REGR<13>û   LLAVE_IE = ""I@"":LOCALIDADû   CALL IO_READ(REGR,""AN_CATALOGOS"","""",LLAVE_IE,"""",1,ST)û   IF ST EQ 0 THENû     BASE_PER = 0û     LOCATE ""#$#$"" IN REG_MOVTO<AN_EMP_MOVTOS.CLV_DIP_P%> USING @VM SETTING POS ELSE POS-=1û     FOR P = 1 TO POSû        DIPE = REG_MOVTO<AN_EMP_MOVTOS.CLV_DIP_P%,P>û        LOCATE DIPE IN REGR<2> USING @VM SETTING POSD THENû             IMP = REG_MOVTO<AN_EMP_MOVTOS.IMP_P%,P>û             BASE_PER+=IMPû        ENDû     NEXT Pû     BASE_DED = 0û     LOCATE ""#$#$"" IN REG_MOVTO<AN_EMP_MOVTOS.CLV_DIP_D%> USING @VM SETTING POS ELSE POS-=1û     FOR D = 1 TO POSû        DIPE = REG_MOVTO<AN_EMP_MOVTOS.CLV_DIP_D%,D>û        LOCATE DIPE IN REGR<2> USING @VM SETTING POSD THENû             IMP = REG_MOVTO<AN_EMP_MOVTOS.IMP_D%,D>û             BASE_DED+=IMPû        ENDû     NEXT P û     BASE_EMP = 0û     LOCATE ""#$#$"" IN REG_MOVTO<AN_EMP_MOVTOS.CLV_DIP_EMP%> USING @VM SETTING POS ELSE POS-=1û     FOR D = 1 TO POSû        DIPE = REG_MOVTO<AN_EMP_MOVTOS.CLV_DIP_EMP%,D>û        LOCATE DIPE IN REGR<2> USING @VM SETTING POSD THENû           SI_BASE = REGR<4,POSD>û           SI_TOPE = REGR<5,POSD>û           IF SI_TOPE EQ ""X"" THENû             LOC_VALES = """"û             LOC_VALES<-1> = ""01""û             LOC_VALES<-1> = ""12""û             LOC_VALES<-1> = ""16""û             LOC_VALES<-1> = ""22""û             LOC_VALES<-1> = ""24""û             LOC_VALES<-1> = ""13""û             LOC_VALES<-1> = ""23""û             IF DIPE =""VALE"" THENû                 LOCATE LOCALIDAD IN LOC_VALES USING @FM SETTING POS THENû                     BASE = REG_MOVTO<AN_EMP_MOVTOS.IMP_EMP%,D>û                     TOPE = ((SAL.MIN * .40)*100)*15û                     IF BASE > TOPE THENû                       IMP = BASE - TOPEû                       BASE_EMP+ =IMPû                    ENDû                 ENDû             ENDû           END ELSEû            IMP = REG_MOVTO<AN_EMP_MOVTOS.IMP_EMP%,D>û            BASE_EMP+=IMPû           ENDû        END û     NEXT P û   ENDû   IMPORTE = (BASE_PER - BASE_DED + BASE_EMP)/100û",,,1,1,0,1,,,,,
@,VIAN,CIATICOS COMPROBADOS NO DEDUCIBLES,P,EX,0,,0,1,0,2,N,,,R,0,0,1,0,O,0,0,0,0,O,,,0,0,Importe = PARM1,,,0,1,0,1,,,,,
@,FAHC,FONDO DE AHORRO EMPRESA,P,EX,1,1,0,1,0,90,N,,,O,0,0,1,0,O,0,0,1,0,O,,,0,0,"IF PARM1 = 0 AND PARM2=1 THEN RETURNûûIF PARM1 > 0 AND PARM2=1 THENûIMPORTE=PARM1ûdebugûRETURNûENDûIF PARM2 NE """" AND PARM2 NE 0 THEN IMPORTE= PARM2; DATO= PARM1; RETURNû*FLAG F.A.ûIF REG_EMP<AN_EMP.SIN_US048%>+0 = 0 THEN RETURNû* ûû$INSERT AN_TIPOSû$INSERT AN_TIPO_EMPûû*no pagar si es eventualûCALL IO_READ(REGTEMP,""AN_TIPO_EMP"","""",REG_EMP<AN_EMP.TIPO_EMP%>,"""",1,ST_RD)ûIF REGTEMP<AN_TIPO_EMP.TIPO%> = 1 OR ST_RD <> 0 THEN RETURNûûPERIODICIDAD= REG_TIPO<AN_TIPOS.PERIODICIDAD%>ûû*Se calculan los dias trabajadosûIF PARM1 NE 0 AND PARM1 NE """" THENû DIAS_TRA= PARM1ûEND ELSEû DIAS_TRA= DIPM(""MATA"",""DA"")+DIPM(""PATA"",""DA"")+ DIPM(""PNOR"",""DA"") + DIPM(""SDIA"",""DA"")+ DIPM(""PCGS"",""DA"")+ DIPM(""PCG1"",""DA"")+ DIPM(""PPPA"",""DA"")ûENDûûPUEST=REG_EMP<AN_EMP.PUESTO%>ûIF PUEST<>""0058"" THENûDIAS_TRA= DIAS_TRA + DIPM(""@VAC"",""DA"") + DIPM(""DOFF"",""DA"")ûENDûû*obtiene ausentismoûDIAS_AUSE= 0ûFINIPER_EXT=  FECHA(FINIPER,2,""AAAAMMDD"")ûCALL TABLAS_IMSS(""@IMS"", ZONA_ECO, FINIPER_EXT, PORCENTAJE, IMP_TOPE, IMP_TOPE_EXE, FALTAS,INCAPACIDADES, STATUS)û*/*ûFOR CONT1= 1 TO COUNT(FALTAS, @VM) + 1û DIAS_AUSE+= DIPC(FALTAS<1,CONT1>, ""TP1"")ûNEXT CONT1û*/ûFOR CONT1= 1 TO COUNT(INCAPACIDADES, @VM) + 1û DIAS_AUSE+= DIPC(INCAPACIDADES<1,CONT1>, ""TP1"")ûNEXT CONT1ûûIF PERIODICIDAD = ""S"" THEN DIAS_AUSE= DIAS_AUSE * 7/(HRT@/HRD@)ûDIAS_TRA-= DIAS_AUSEû*PARAS=DIPC(""INCE"",""PH"")û*FECHAB=FECHA(PARAS,1,""AAAAMMDD"")ûû*if PARAS[7,2]=31 THEN DIAS_TRA=DIAS_TRA+1ûûIF DIAS_TRA < 0 THEN DIAS_TRA= 0ûûBEGIN CASEû CASE REG_TIPO<AN_TIPOS.PERIODICIDAD%> = ""S""û  PORCENTAJE= 0.00û CASE REG_TIPO<AN_TIPOS.PERIODICIDAD%> = ""Q""û  IF REG_EMP<AN_EMP.SIN_US045%> = ""PA""  OR REG_EMP<AN_EMP.SIN_US045%> = ""P1""  OR REG_EMP<AN_EMP.SIN_US045%> = ""P2"" OR REG_EMP<AN_EMP.SIN_US045%> = ""P3"" OR  REG_EMP<AN_EMP.SIN_US045%> = ""P4"" OR REG_EMP<AN_EMP.SIN_US045%> = ""P5"" THENû   PORCENTAJE= 13.00û   û   *Se calcula el tope exento como el 13% de 10 Salarios Minimosû   TOPE_DIA= SAL_MIN*10*13/100*30.4/30û   û   SAL_FULL= SDI@*PORCENTAJE/100û   GOSUB TOPEû  END ELSEû   SAL_DIA= 200/30û  ENDû CASE 1û  PORCENTAJE= 13.00ûEND CASEûûIMPORTE= DIAS_TRA * SAL_DIAûDATO= DIAS_TRAûûRETURNûû*****ûTOPE:û*****û IF SAL_FULL > TOPE_DIA THENû  SAL_DIA= TOPE_DIAû END ELSEû  SAL_DIA= SAL_FULLû ENDûRETURN",,,1,1,1,1,,,,,
@,FONA,FONACOT,D,NI,0,0,0,1,0,690,N,,,O,0,0,1,0,O,0,0,1,0,O,,,0,0,"ûû$INSERT AN_TIPOSû$INSERT AN_CATALOGOSûûPERIODICIDAD= REG_TIPO<AN_TIPOS.PERIODICIDAD%>ûûBEGIN CASEû CASE PERIODICIDAD = ""M""; NUM_PERIODOS= 1û CASE PERIODICIDAD = ""Q""; NUM_PERIODOS= 1û CASE PERIODICIDAD = ""S""; GOSUB GET_NUMPERû CASE 1ûEND CASEûûDIASPCGS=0ûARRAYPCGS=""""ûARRAYPCGS<1,1>=""PCGS""ûFOR CONT1= 1 TO COUNT(ARRAYPCGS, @VM) + 1û DIASPCGS+= DIPM(ARRAYPCGS<1,CONT1>, ""DA"")ûNEXT CONT1ûûûFINIPER_EXT= FECHA(FINIPER,2,""AAAAMMDD"")ûCALL TABLAS_IMSS(""@IMS"", ZONA_ECO, FINIPER_EXT, PORCENTAJE, IMP_TOPE, IMP_TOPE_EXE, FALTAS, INCAPACIDADES, STATUS)ûûDIAS_TRA= DIPM(""PNOR"",""DA"") + DIPM(""@VAC"",""DA"")û*IF TIPO_NOM = ""FQ"" THEN DIAS_TRA= DIPM(""PNOR"",""DA"") ûDIAS= DIAS_TRAûûIF TIPO_NOM = ""FQS"" THENû*/* que si descontar faltas*\ûFOR CONT1= 1 TO COUNT(FALTAS, @VM) + 1û DIAS-= DIPM(FALTAS<1,CONT1>,""DA"")ûNEXT CONTûENDûûFOR CONT1= 1 TO COUNT(INCAPACIDADES, @VM) + 1û DIAS-= DIPM(INCAPACIDADES<1,CONT1>, ""DA"")ûNEXT CONT1ûûûIF DIAS_TRA-DIAS > 0 THENûIMPORTE= PARM1/NUM_PERIODOS/DIAS_TRA * DIASûif tipo_nom = ""FQ"" THENûIMPORTE= PARM1/NUM_PERIODOS/15 * DIASûENDûEND ELSEûIMPORTE = PARM1ûENDûûûûRETURNûû***********ûGET_NUMPER:û***********û NUM_PERIODOS= 4û CALL IO_READ(REG_CAT,""AN_CATALOGOS"","""",""FONA"","""",1,STATUS)û LOCATE EJ_FISCAL%:MES_BASE IN REG_CAT<AN_CATALOGOS.CLAVES%> USING @VM SETTING POS_CAT THENû  NUM_PERIODOS= REG_CAT<AN_CATALOGOS.CAMPO_3%, POS_CAT>û ENDûRETURN",,,1,1,0,1,,,,,
@,@CSA,CREDITO AL SALARIO ACREDITADO,D,NI,0,0,0,0,0,980,N,,,O,0,0,0,0,O,0,0,0,0,O,,,0,0,"Importe = ( DIPM(""@CSC"",""IM"")- DIPM(""@CSP"",""IM""))*-1",,,1,1,0,1,,,,,
@,@SEC,SUBSIDIO PARA EL EMPLEO CALCULADO,X,NI,0,0,0,1,0,970,N,,,O,0,0,1,0,O,0,0,1,0,O,,,0,0,,,,0,0,0,0,,,,,
@,@AFP,SAR APORTACION FONDO DE PENSION,E,NI,0,0,0,0,0,656,N,,,O,0,0,0,0,O,0,0,0,0,O,,,0,0,,Importe =  @DA1,,0,0,0,0,,,,,
